Date,Agua_de_Beber_1963_Version,Aguas_de_Marco_Waters_of_March,Baby_I_Love_Your_Way,Back_in_Black,Better_Together,Billie_Jean,Bold_As_Love,Born_In_The_U.S.A,Break_Free_feat_Zedd,Break_on_Through,Brick_House,Coming_Home,Contact,Dancing_In_The_Dark,Dont_Worry_Be_Happy,Easy_Extended,Forget_You,Get_Lucky,Gimme_Shelter,Glory_Days,Got_to_Be_Real,Gravity,Holocene,I_Want_You_Back,Is_This_Love,Jamming,Lets_Groove,Levels_Original_Mix,Light_My_Fire,Little_Ghetto_Boy,Love_On_Top,Lovers_Carvings,Motherboard,Movin_Out_Anthonys_Song,My_Cherie_Amour,Ooh_La,Rich_Girl,River,Rolling_in_the_Deep,Sara_Smile,Seaside,Shake_Your_Body_Down_To_The_Ground,Sleepyhead,Slip_Slide,Slow_Dance,Sofa_Song,Someone_New,Starry_Eyed,Stayin_Alive,Stereo,Sunday_Candy,The_Girl_from_Ipanema,Thriller,Treasure,Use_Me,You_Make_My_Dreams,You_Rock_My_World_With_Intro,Latch_feat_Sam_Smith,Wish_You_Were_Here,Smooth_Criminal,Sir_Duke,Signed_Sealed_Delivered_Im_Yours,Rather_Be_feat_Jess_Glynne,Part-Time_Lover,Money,Just_Friends_Sunny,I_Will_Wait,Ho_Hey,Hey_You,Boogie_On_Reggae_Woman,Black_Or_White,Behind_Blue_Eyes,Beat_It,Beast_Of_Burden,Babel,Thrift_Shop_feat_Wanz,That_Girl,Sunday_Morning,Smooth_Sailin,Mirrors,Lisa_Sawyer,Kids,I_Got_You_I_Feel_Good,Get_Up_Offa_That_Thing_1991_Edit,Get_Down_on_It,Flowers,Electric_Feel,Cant_Hold_Us_feat_Ray_Dalton,Brown_Skin_Girl,Yellow,When_We_Get_By,When_I_Was_Your_Man,Viva_la_Vida,Stir_It_Up_Original,Should_I_Stay_Or_Should_I_Go,Needy_Girl,Lonely_Boy,London_Calling,Life_In_Technicolor,Call_Me_Maybe,Buffalo_Soldier
10/3/21,7722,3350,5967,6983,1459,740,9462,3438,6446,1539,6348,7495,8757,225,9978,6374,2815,2326,9247,6304,7576,2166,4126,8579,2604,5102,5527,932,4424,2640,5640,1417,187,5382,632,5741,2313,723,9359,12,3833,8926,2491,1072,4138,6782,9277,5266,7006,2505,4002,6021,6362,1533,9735,5182,4919,8207,2204,7629,2123,5694,8780,3400,169,4510,9661,2800,6770,6781,7531,1421,7827,1093,5538,2564,7645,4266,6464,6350,8659,7187,1995,1129,5832,95,1525,2172,4903,6976,8110,8996,3782,406,3709,9743,9647,816,3578,8853,7858
10/4/21,2808,9184,1294,8987,8483,3365,9935,6258,9461,4481,4809,4166,3719,8701,1282,5296,476,5345,3174,222,1437,9613,4531,19,5969,7585,3773,9687,3169,6823,8845,6172,8802,6447,7514,9906,1981,5689,3360,8317,2984,2386,8086,1491,5752,1010,3873,1876,6276,6338,6689,5116,7572,8255,9292,1384,9808,8565,7091,274,9010,8021,755,5863,1999,32,4002,1893,6051,3947,2012,7669,2751,7323,4746,8211,759,1832,9037,2385,5332,8051,9730,518,8602,6859,9471,8862,1616,9764,1364,166,7941,9902,8079,8502,8978,3963,1157,6416,4297
10/5/21,8531,9609,9758,370,4995,6724,2877,2575,5293,5666,8126,3355,9506,6758,863,4387,7232,8697,4672,1178,4686,9337,677,8829,5005,4537,8565,3750,8477,9672,3999,8314,1813,4943,5371,9037,3027,5538,3278,3976,1552,5763,7044,2606,2032,3482,6899,2,4944,1588,956,6477,1917,822,4678,4212,9544,4255,1742,6957,1840,8528,173,3475,8128,3774,2063,7015,8747,7322,3516,7632,4205,9109,7213,1766,5709,9874,8930,6223,2313,7938,3327,7134,4962,2341,8969,6996,3409,8241,2520,4465,4418,1772,5132,4559,2090,6743,4038,6212,6133
10/6/21,4528,6329,44,7336,3906,8856,9242,379,2100,2976,695,4319,4558,2283,6002,8771,3697,7956,7752,7886,1761,8453,1013,7550,9818,9409,1160,2964,2915,6731,1152,3012,5917,3654,9706,1540,5455,9002,4014,5414,5053,4972,1389,2673,1021,4705,5673,3446,6026,8479,6285,8080,9925,337,4660,8339,4585,8255,65,1679,7684,5079,5438,5370,3632,6595,4929,3066,3047,8222,4012,4637,1943,61,6576,3060,4287,729,1942,2731,1622,381,2439,4484,5095,8811,5017,4957,4225,7444,2689,7975,7691,6157,6753,6048,5575,720,1928,2652,5799
10/7/21,2554,1185,6464,5675,1829,1848,639,6008,9165,403,494,9455,7913,8797,5769,9815,1279,1121,4007,8651,8919,9126,6761,5064,3339,1083,861,3952,5633,4580,6996,3939,8664,3715,3005,6798,8074,9590,1718,519,6987,5868,5278,1706,3800,9599,2495,8889,4305,4423,1073,9387,728,1006,1702,5871,741,8750,6682,9916,7241,8836,8579,6956,1570,7844,1808,3650,1544,5109,7261,881,5624,7297,9028,5429,6383,9875,139,9712,7360,4257,8228,2218,6051,8761,8484,8241,9016,2221,8381,1318,3997,3933,2022,4736,9998,5137,7901,5755,4439
10/8/21,1666,5248,3941,9685,2201,186,760,5237,4968,456,4248,4024,4987,1166,1570,2413,508,4465,4201,6071,4502,9547,9846,601,35,756,8230,9291,9437,3522,2637,3623,7111,5974,3062,6201,3784,7744,9798,9028,895,808,4433,83,5518,1504,1200,9649,6653,8178,849,3826,7876,1061,9160,801,8900,6790,6093,4854,6018,4922,6682,121,9655,9360,5877,2638,6469,4091,2871,6510,4262,8257,360,8843,9483,1628,6242,3608,3262,3489,2958,6446,4802,8573,7878,4056,2994,9256,8977,7381,4126,4304,2944,5714,5515,5377,8413,9434,1508
10/9/21,4450,4252,4019,9363,1045,6245,5118,2204,7479,4533,1848,1042,676,640,3596,6258,5416,7548,8201,2214,8869,3110,1314,3341,9770,2882,8815,1848,2597,4534,1023,1520,7361,1819,8590,5215,6530,9959,1053,2193,3402,7315,3344,5426,8994,7560,2099,9935,8262,4298,8487,8236,359,8993,2602,954,5078,1533,7447,6516,930,1493,9155,7025,9686,1384,4356,104,3755,366,4523,8005,2415,4273,557,1380,71,8429,1575,7108,5179,7911,3641,5327,6394,1964,8061,7006,9223,8348,8920,2466,4788,3119,7375,8858,1164,1803,127,1236,2536
10/10/21,793,6237,7466,594,814,7100,5561,8197,4535,8987,4930,617,5663,5628,6586,6801,118,1095,6820,7368,9664,4940,7081,9224,8450,7216,1960,9768,7951,6807,4763,3312,2613,4682,6431,8405,1460,6213,9679,8280,2009,3390,6113,6300,9307,7010,5918,1400,4059,4054,1371,1358,4253,2463,3998,9452,8262,8670,1745,6474,9068,7032,9310,4410,7823,2732,5288,9723,4832,350,2936,6065,187,7903,2231,7083,8351,6111,9374,5794,1563,1044,5871,2553,2770,12,9059,5953,6074,6790,4303,4195,2179,204,4940,3840,560,1396,3365,586,5614
10/11/21,5130,9139,5958,1314,2058,7862,8253,2955,7292,1874,285,3324,8355,5135,1981,2628,5319,576,7596,5054,2963,8196,4292,3928,6518,7868,536,1431,4943,2921,1103,5740,3767,1578,9417,7392,7744,2875,7839,9132,15,5294,5973,2923,1083,9911,846,619,3438,4201,7967,5848,6945,9864,6349,6615,8420,8078,7528,9444,1296,6568,2118,5175,1560,7272,9629,9366,3924,2747,5878,4717,1480,7440,9073,2609,952,8002,4760,4205,1299,6748,1240,6112,5825,1272,5050,3380,5874,7047,6507,515,6829,2471,2866,9346,2945,1875,7315,4832,2826
10/12/21,4607,8960,1034,900,6153,9554,2135,2169,9769,8629,5267,3982,3988,9214,1253,1265,1986,6143,2681,3352,6716,3968,327,9907,810,7722,6359,3860,3128,592,4759,9005,4717,9672,8793,5749,5728,7146,2640,3743,3769,8154,5467,8091,1458,332,6839,7955,9432,239,7208,1893,9661,1887,7234,8622,5572,1813,1042,2870,9995,1014,2515,1386,5181,8922,9145,9691,9812,3634,631,5887,4162,3386,7312,9495,864,5208,9286,7065,6523,5794,1274,5976,2773,8750,6245,663,6738,8602,4656,8761,9561,391,7821,9151,1256,593,582,987,2808
10/13/21,346,8512,73,6106,4917,7207,8296,2913,3744,4448,525,7156,5762,4742,9350,5372,5715,5525,352,7032,4306,8277,3576,1187,6849,5026,7738,1325,7534,8592,8774,4991,7637,2433,4460,6126,2984,3291,449,3598,3642,7107,3405,5272,9633,8522,2173,9530,4622,4642,3835,4151,5363,3868,5601,6738,8398,7307,2971,9487,1539,4458,4583,633,7176,1919,9093,7394,3958,6560,8094,6179,2990,2466,1885,9067,9269,2279,9896,1251,7952,2056,1944,2496,7647,3701,6218,5230,4993,7854,2189,9134,9680,1811,7308,1646,873,7542,3982,476,2028
10/14/21,1635,2871,6321,4377,4935,5238,1734,298,8060,4336,3792,5019,4928,9587,1925,199,8250,9987,2083,2033,9849,7873,5830,4757,309,4043,6368,7238,2756,2860,981,6581,8514,2677,862,7622,6467,7845,6245,9588,6762,1431,9834,9512,9822,7423,2274,5296,141,2167,7458,9473,5041,8033,3319,3313,7302,6005,9896,3299,4975,7564,1034,8108,9411,1189,5854,9184,8584,814,495,6655,6061,607,2877,4698,4183,1589,3514,1594,4388,9970,9826,7515,5549,2327,9101,3138,1167,2115,5119,3580,725,195,2234,9411,3995,1654,5242,3343,3536
10/15/21,7397,2428,8163,4710,248,8477,7997,641,1079,3442,6186,964,7017,8691,1098,6704,1911,6048,1877,9802,6837,3718,269,6113,5345,4557,5744,4165,4079,1627,6403,1640,95,5439,910,2837,25,7896,5070,1512,7064,8082,9342,5647,935,1116,4258,8509,5347,5879,6313,7571,5735,2883,1924,7507,7922,5927,418,5896,3060,9795,1378,5508,6496,8956,5650,2002,6498,5319,7435,4576,595,4563,6134,136,5069,820,5093,4713,7981,3738,1348,4051,1107,75,4054,4699,1560,2414,1174,3439,6848,8146,4161,2260,6639,9572,4494,5021,1969
10/16/21,4090,2802,7529,8482,917,4702,6241,3575,5767,8676,3040,1178,6984,6397,7738,2652,4427,998,3596,884,4244,4448,2132,5570,3343,2258,4049,8636,6543,7886,5539,1327,895,8826,1612,400,8975,5355,1854,844,950,7850,3428,7014,5534,8021,4858,698,5583,9119,8284,5817,6575,2921,8962,9665,3201,7181,7427,924,1685,9939,6247,8006,5487,752,3267,8970,3475,6377,3091,9761,183,223,159,779,6833,6508,6097,3442,2038,180,9363,4876,6444,6866,5770,9962,986,2699,279,6327,3179,3472,3278,893,2838,4809,9291,6553,3182
10/17/21,4340,5553,5066,6410,1601,3619,2826,726,182,8089,1225,6118,1993,3938,3047,6263,3836,4492,9899,4340,4084,5633,5877,2516,8118,745,9388,9612,5505,5604,25,5339,9009,7566,7379,4495,5186,756,3293,7525,3789,3305,2407,1414,5615,5322,4695,359,1544,8198,5120,7080,3425,6857,5086,1579,3225,604,7031,2292,6803,9705,703,7034,5356,6054,6997,9490,1512,5818,9013,7504,3917,8353,4398,8580,7823,5670,6924,7971,1790,8385,160,615,7069,33,7841,3687,4653,372,4987,3882,6868,3506,8867,8704,7631,2002,8472,6928,7372
10/18/21,6067,1371,8333,1301,1812,6733,3312,8762,5344,8593,4010,257,4334,7953,9629,6212,2026,4029,8395,3300,8544,423,7136,7379,7131,8358,3067,2521,8711,7016,544,7178,8415,4645,4894,9472,2657,7638,7279,6181,7716,9224,4781,2498,94,2823,6174,8605,4051,9216,4676,5152,1827,9507,362,6494,6278,1815,3686,6460,9423,8425,5102,9933,92,5834,1636,5856,1664,568,7487,1752,5470,746,8270,1791,5119,6931,4429,7804,160,553,6319,2270,147,1086,2216,3831,997,541,9043,9257,8452,4183,4448,8619,3444,6828,9625,6014,4159
10/19/21,1664,3976,7936,3052,8527,8132,7943,1239,4903,737,1784,9681,5318,4055,1882,5212,1911,6506,2997,3849,9476,9571,3804,3384,4505,4027,8839,2453,731,3908,1010,9254,9378,4176,3718,6629,3436,7561,4775,5731,7124,7617,8092,1293,1359,362,9955,3131,8821,1100,8397,773,3088,9702,4311,3347,22,4284,5428,2498,3220,2775,1054,117,1078,9713,654,7723,1656,699,182,4407,3631,298,5178,2034,6549,6538,1530,8624,6841,2854,1104,3481,3284,988,4715,6599,8619,3453,6776,4977,879,286,6613,3047,3008,4526,5678,7528,9459
10/20/21,582,8365,1799,9964,4451,5603,737,2498,9802,1191,289,5861,1970,9076,4999,7049,3266,7974,5841,5026,1706,7842,8955,6346,1625,1628,341,3051,2834,5220,6005,2615,4060,4832,1333,5519,2786,4099,3974,607,2044,863,5516,8079,6724,6810,3082,2031,5459,9330,2361,1412,571,9856,5977,9241,1205,9168,6536,7039,6927,6552,9143,5967,8024,4155,9653,4073,7264,2691,6457,2608,9560,8751,6603,1984,6656,6965,5387,1988,1120,2148,1436,8735,1453,1035,8825,4918,4146,8963,362,2779,9265,1405,7411,7869,383,1007,9285,9321,1707
10/21/21,4116,5029,3750,6732,4397,1913,2695,5049,8139,6599,7254,7290,2082,4613,8605,6979,3639,7502,9209,2350,2119,3042,5819,4825,4623,6580,7202,5338,6034,3118,866,8630,3458,1154,5242,6546,2598,8216,7901,5523,5355,9536,1333,9911,5974,6698,1701,220,4214,4670,4701,3668,6224,6924,3573,4199,4121,9260,6074,8599,9428,9258,2218,3052,3040,6288,7498,1451,62,7518,9157,1803,3732,5486,8558,8824,3970,3602,9257,9286,5580,4326,9930,5584,4953,4796,4402,1724,4545,2541,1617,657,9435,5679,6904,674,3274,2902,4623,6628,186
10/22/21,8630,8663,8194,7862,3243,7344,6944,3074,8557,4395,1633,8625,79,6046,7611,3560,8839,7742,7789,704,4391,6763,1950,9868,3204,3294,1883,5945,4479,449,7375,7150,6323,5529,8920,2430,3828,1075,7303,2330,2386,2186,7699,3744,820,4261,3658,6023,7444,3150,3104,9222,3553,5720,5873,1521,7654,7966,8896,5148,3225,4023,3802,4473,8759,5396,9498,4577,2886,7692,5599,447,1488,5982,6598,7575,5453,2817,6795,2408,3712,3274,2080,7189,5042,5607,1913,737,9574,3775,4290,4185,8855,4022,5009,4323,3301,4237,9399,8351,2108
10/23/21,7860,9609,4006,1486,6761,2904,6580,5578,8798,6493,8258,534,3185,1000,9787,2626,7702,8450,9349,6844,2381,4443,5970,375,3825,2354,4609,6988,6910,1656,5110,536,84,8536,5023,8915,4800,9444,1446,9756,313,2802,5178,7821,8234,409,9824,2563,2330,7070,8283,201,1696,9034,4956,5483,5476,3279,46,343,6476,8213,5677,267,6583,7213,7377,434,3834,8667,3829,663,5654,5991,9215,7374,3226,538,1509,1512,1972,3624,4529,8788,2517,9674,358,3671,6744,4338,7879,6658,7540,4211,2476,9934,1883,2087,9571,6787,3017
10/24/21,566,9840,9444,1905,9529,4112,4129,1195,2960,9536,937,2587,7803,8139,2575,1759,1811,7729,5853,69,5131,1770,1051,3625,1158,3715,3481,3804,9228,2633,6307,9949,4457,6520,3580,7043,955,9781,5292,1594,1820,6689,6897,1686,4958,9948,4754,2834,677,4659,126,7225,2550,1573,5838,168,4149,9016,1440,6039,4127,518,8649,2036,2767,5736,3767,7942,3424,2322,8706,2427,5246,2684,9964,4805,318,3064,484,7099,5254,3148,627,4382,118,2022,869,7847,7923,471,9991,7986,9007,4347,7251,7125,1301,9380,3909,9073,2602
10/25/21,554,9275,9761,6613,1449,3936,8517,7267,199,9264,2963,2426,1358,6038,3218,6721,6656,3258,553,1195,8165,4049,9792,5523,860,9732,3620,6862,6525,3777,2208,6932,1773,8382,2935,6521,4145,1572,3174,436,566,4242,654,1797,9134,1277,2751,4926,5651,5989,1040,5777,8635,8723,5408,5388,8517,6006,2779,5102,2345,5647,6125,112,838,7002,2181,5276,4897,8288,3204,3850,5991,3385,98,5032,8038,8545,7145,8838,1914,1506,7288,6103,7430,9859,7798,684,877,1630,8212,405,4982,3354,4858,7928,3766,7398,9413,2523,4924
10/26/21,9726,7241,1330,2143,957,1429,4442,4821,1795,7264,8575,6914,7633,4893,6247,158,4267,3687,3282,5527,4633,9733,3820,164,7241,3813,7286,365,4816,2107,5151,682,5432,3230,3285,4244,796,5950,2352,7626,3268,8638,7144,5421,4053,8271,476,404,8561,7508,3782,9453,2975,6503,3646,4088,3800,7184,3793,3269,6414,3398,8898,9830,9811,5441,2752,3520,7206,2853,1118,6090,6438,5023,2518,2085,7220,5739,8502,3967,3815,9135,3953,4861,4518,3609,9928,8802,6531,5159,7322,2410,2299,5924,180,9052,4058,5448,6308,147,8398
10/27/21,3941,3089,113,5692,468,2812,369,7722,8414,5588,5979,7909,1945,740,2428,8806,2583,6806,6426,5794,3577,3181,9455,401,1256,4011,4465,920,4457,2263,8602,9527,3186,8672,3918,2020,2139,7901,4990,7015,2393,9059,7946,8115,9429,1948,3222,1831,9145,4936,9258,7941,7936,9451,6216,5508,9600,6782,9738,606,8996,2264,4815,5078,910,6114,6835,552,7641,8610,4378,2434,7590,1357,884,1427,7794,6288,7293,8192,812,9100,1723,4045,71,9814,573,9390,9642,6058,2697,9857,9914,7610,4035,2121,3798,1703,6636,3705,6493
10/28/21,6296,9517,8540,1983,6844,3653,7315,8093,9502,2658,5220,7277,2669,2930,5532,8036,4984,5649,1230,6685,6199,9676,3588,7742,5915,7151,5958,7790,6804,9779,8036,2731,4689,4785,2716,4637,5007,4230,1528,7645,2185,9644,8228,9297,7752,8122,3283,1706,8363,8396,695,7227,8823,1487,4988,8259,5280,2051,5721,3947,2861,3207,6319,344,6709,5161,7754,4628,7027,1347,763,5914,7574,8113,6679,6118,2505,790,8089,9699,206,1973,7840,3757,2923,5392,9394,8968,3253,4761,8400,4071,5322,8040,2277,4964,8666,6245,8250,7673,7170
10/29/21,7063,6648,1400,3308,9113,5284,470,2451,37,682,1912,9977,3409,3611,7591,1488,5284,7612,5005,1038,2453,4110,9231,9483,6195,6364,7453,9508,1315,505,865,166,2932,4720,508,9019,3227,7307,9080,6440,735,4570,7988,2907,6615,9825,1917,3589,2083,4308,9987,2896,8761,1671,8515,6970,7842,7279,6300,3115,2861,6177,9048,5862,5086,3159,9922,3309,2567,7798,9116,151,3695,5644,5720,1474,7274,1311,3047,3116,2682,6566,6075,3077,8439,3040,6523,9611,8638,3024,9311,6609,2520,3302,1153,4811,9805,1451,1454,6124,4356
10/30/21,3694,5319,5237,490,6829,139,3340,8567,3458,4181,8595,8867,8249,4015,6916,1505,879,385,6413,9038,7350,3008,2238,2007,252,4257,5060,2094,1844,798,1446,2036,8358,2055,3808,7847,465,6443,7688,9228,166,7697,6183,4639,368,5904,7153,3257,3027,9079,8190,3694,7192,6928,8255,8574,2449,5219,3168,9248,142,9776,3951,4296,4807,8356,663,3104,2961,4297,2298,9724,3800,3151,4716,1496,9450,4304,3156,8842,8503,5323,7165,700,1471,5433,3007,9597,6702,4202,8875,8040,1818,9730,9705,4061,6679,7569,9647,1269,8426
10/31/21,9103,7728,9242,8280,4198,2634,8518,5076,9048,7344,6397,5132,1487,7728,5922,2679,2210,8758,533,6953,6604,6693,4330,8930,4048,8592,2335,3309,3153,2727,4436,2354,5095,5072,6825,9547,8554,2914,4189,2085,7181,5205,6948,3828,9529,8376,3015,1675,6841,7361,2673,7153,7876,6778,3309,7677,550,9069,5107,114,9930,2902,6666,2430,1397,8013,3107,1030,1352,4416,7359,6897,4427,6682,5705,2027,4313,9948,5829,1094,4093,6527,3400,8629,1621,9073,2315,5490,4304,4389,1428,7856,8668,4829,2458,2805,1765,673,587,1257,2391
11/1/21,9584,8489,156,1136,59,5342,8372,1790,7301,6584,5805,6287,3156,8935,1571,315,1772,1200,7900,7040,654,7159,9319,1717,8580,8343,7533,8500,80,6287,8344,1427,4013,3549,5643,9996,9936,5627,1110,2266,2282,4610,8915,6384,4757,1415,2515,420,2044,1076,1570,4992,3642,230,2620,3217,1363,2807,140,133,4130,9449,2751,8887,2534,4199,2371,9253,5074,5735,7303,4570,8366,9265,4646,9308,4360,3727,3647,1563,2841,5808,7782,4235,7742,5431,7341,5356,8590,3899,9019,2774,8172,1646,8642,2976,5140,2461,1155,1302,6029
11/2/21,6595,7353,1777,3763,9164,623,7163,3295,4118,2347,8248,8922,8583,4868,4730,713,6962,2997,1782,2708,6542,7341,5583,3938,2476,3701,9886,4760,2026,6533,4349,3669,4476,6429,6929,2072,5947,4611,1573,8793,3122,3354,2218,6334,3289,3785,1059,2875,8202,2797,7581,19,4060,7537,8768,5975,8673,643,7172,37,3562,2503,7298,4214,4446,5324,702,722,9725,1684,4725,5121,4578,4581,5026,7507,5374,2101,5733,9682,2473,4502,3368,5955,2243,8442,4160,1426,8949,5954,2180,6932,1224,6329,232,7057,7284,8812,8302,4986,6868
11/3/21,3553,3739,6463,3289,4381,2766,7891,317,6007,8166,5223,555,6068,5575,7641,6639,8937,1818,4669,629,4003,8694,6489,1663,9796,2502,6402,5961,640,9671,9393,2964,8893,9236,2620,7355,2383,355,1137,5989,5595,8677,7668,3629,7441,9001,3102,6408,2899,4110,8158,8888,726,956,5138,4795,9551,9108,8963,997,5298,8429,331,1109,589,8990,6928,5534,9416,5118,9951,9734,8577,951,9161,102,9233,4646,7285,1499,3801,6468,4489,6348,3719,189,2481,8505,4056,4044,4149,9646,5943,1733,9176,4080,1163,2933,7452,1095,4908
11/4/21,9419,2074,7491,5363,5467,119,7383,3085,6854,2331,8678,4294,5116,7403,4669,6917,3960,5979,5880,9097,4735,7728,6057,9617,3733,5670,8194,4853,3302,9058,7626,267,198,4027,7529,147,1089,6563,1914,5399,4298,3626,8579,1115,1371,8721,1962,9076,1028,9398,8935,2164,8558,2400,2135,1178,1713,7816,7899,5505,7440,4364,8115,9392,6054,7618,9773,7506,4545,9574,6655,2478,2156,9907,4300,492,7866,3178,7839,3607,541,4145,1361,1721,9115,4514,821,2980,3660,7539,7462,3580,2326,9553,9159,6229,6913,3617,5166,7209,4376
11/5/21,3584,1740,9700,5283,4571,2142,666,8876,8565,9894,258,6498,9356,395,3557,936,1504,271,4448,2122,6223,3235,2471,7578,8525,8741,5592,7422,9788,4762,7491,6250,3313,6220,9892,6959,8468,5669,2746,1744,2949,6904,9139,4100,276,1928,8804,3118,1568,1828,2933,3396,9782,6373,310,9567,6594,7775,5035,5991,3740,6319,2883,1492,7365,8180,5200,1462,9800,6120,9691,8222,5966,7717,3848,4566,7048,5223,2614,9941,5310,4589,1823,6150,9267,4113,415,4847,1490,7866,4917,3020,7148,6800,7512,4382,1095,4390,677,8234,4640
11/6/21,1921,7749,213,8824,8163,4364,6464,4646,1269,7219,8387,8916,3739,7564,4035,5344,8410,5758,9624,6751,7793,1167,827,2831,940,481,9552,6314,7263,4020,2072,7860,8015,7533,1821,4168,1080,1250,337,6312,4048,1088,6095,3963,9582,2476,4749,2286,153,7426,1529,5008,8504,6878,8009,1924,6303,8210,3453,6855,4636,9735,6124,8486,4941,8376,960,9901,6409,6446,2018,2377,2353,984,2545,7308,6812,1350,6945,2755,5366,8313,8850,467,8051,6324,3634,5065,9184,7150,8562,8873,2753,9563,2718,1086,1045,155,6396,8574,5838
11/7/21,6523,2225,5994,1669,2611,8656,1637,2772,2221,7438,1639,302,8401,7253,7704,2772,8643,1026,6617,2509,8582,6346,4927,7475,9404,4446,5927,7744,7056,1996,9829,8194,5638,5591,1318,9049,3835,3572,9557,6879,5817,2098,1937,6059,8921,8933,4054,3705,3119,5049,3403,2639,5953,7925,8798,6025,952,8496,3510,7482,9534,4798,5168,353,9294,3099,4241,7379,3159,6226,3244,1075,8343,5804,686,161,5095,4661,1682,7104,8945,656,1092,3740,9511,4861,819,6707,3341,7984,3083,6788,5647,4602,1124,4852,1094,2605,2339,783,2903
11/8/21,7142,4991,6509,3258,8392,8733,7209,2040,7895,1009,8392,4106,9721,2316,4387,2131,5977,6167,9405,5912,4661,9346,644,158,8275,4372,3262,422,1204,3562,2057,1633,1896,7578,669,9297,460,5025,1397,7043,7632,2027,481,5123,8549,5378,7442,295,318,3425,7191,6488,6636,9271,6524,8772,9109,1951,4186,7940,4037,7781,5639,4608,4978,2768,6196,2480,5627,1677,3857,978,5168,7682,473,7359,8442,8461,7805,4421,8395,221,2251,5380,7487,1377,6371,113,3746,5738,9332,3934,2743,2136,9670,8601,8593,5017,1534,1723,2613
11/9/21,5510,6556,9105,6430,2485,8266,1194,4719,8981,7753,4520,9998,6902,6476,4570,6206,6735,9420,6583,8103,1122,7860,3395,2654,431,4025,8225,3067,2133,3042,6172,8237,3311,9225,4054,2606,5158,2852,6183,6423,468,1600,5644,1225,6948,4677,8655,4867,2375,2112,8395,2220,4602,708,7388,714,6325,8429,4459,6138,2427,8834,6601,7972,5331,3782,9779,5694,381,9834,3014,8691,295,9498,1781,1966,7013,6107,7808,4175,7086,3687,4460,6730,1204,1860,6466,1615,2136,4445,8414,9512,2562,6224,8336,3980,630,6951,7690,3032,6002
11/10/21,4687,9162,704,8777,2775,8142,4849,5239,5477,2176,2123,596,9553,2119,7287,4818,5565,1791,7956,4361,413,5155,9954,5046,1712,1615,5143,8855,4680,8487,3284,3655,5079,1284,2905,3869,7966,1410,9079,5103,7423,4486,8697,1765,9292,8825,5238,5256,5677,6356,9647,3203,3997,7680,7142,2165,5991,3860,8162,9941,3658,9922,5482,6265,6651,7009,3274,9169,2610,502,2976,2944,6545,662,3242,3100,6575,346,904,5473,8970,5402,4409,3336,3940,3029,654,2867,275,9387,5164,2198,3100,7443,6804,761,734,2824,9379,3712,570
11/11/21,1939,4209,645,4940,330,2879,6475,4211,6093,1658,9550,8377,4520,2942,3836,7488,5574,265,4875,5298,5712,8766,3328,6647,1041,4992,6323,3833,1112,9990,8578,9083,2713,3418,8184,5606,5099,9953,3893,2257,8988,9431,3875,9251,9142,2232,7016,9150,7317,5098,7402,2948,768,2629,8035,6229,6206,7494,5489,3976,9402,3753,4428,399,6309,6836,7014,4238,2244,9319,6263,9933,8472,8416,403,6466,8339,6102,9747,764,1094,7995,6446,2382,377,4056,9298,9882,7448,9433,6480,8888,813,4979,7526,5571,7000,5249,5619,7643,2373
11/12/21,4637,1084,4475,2771,8850,5586,732,9476,9952,6797,3931,9221,6655,1659,4181,9086,9059,4148,4277,7393,2957,8804,4824,3511,8160,2609,1081,4065,3848,9041,3950,6072,6418,5874,4212,2325,9172,7372,765,6979,5407,7953,7209,492,9649,8346,7911,3005,8017,8679,2584,7501,3180,6455,3378,8611,4960,7941,5087,2080,9819,5400,8497,6492,1501,6723,3370,6089,1298,4888,1491,1099,1213,2062,9662,6234,5289,1126,8086,8844,3612,4584,6343,3021,4985,6250,1694,8460,9094,2811,2062,2650,6568,2009,9605,8832,3122,5671,2553,3263,2747
11/13/21,8352,2767,9865,4368,1996,6236,2834,1703,3027,7074,9104,8951,8796,484,6142,10000,7397,5178,6764,6451,3518,7257,9622,2023,4881,5652,2764,449,3149,5004,6516,9830,908,9360,926,2895,2526,8988,6716,6584,1216,3992,8413,246,9094,8358,6607,343,4156,3692,2417,9404,7675,4049,2858,9675,3886,3143,8039,1628,3783,1237,9408,1005,1411,8758,5482,2190,9283,3009,6721,596,7569,6384,8122,3937,3365,1141,3118,9974,3620,8400,8074,2774,6458,121,3166,9084,1472,5932,9809,8219,4458,3041,2680,2719,8047,703,6974,9374,2712
11/14/21,8669,7260,5728,7574,9711,6042,7930,7087,2717,5520,7113,4446,3542,6763,2056,7000,8342,9275,696,6191,3279,5386,9267,3971,48,8452,1538,495,9640,3828,8757,9048,9492,3729,3369,485,7201,3088,8902,2489,4213,297,1161,8665,4476,4765,4577,3125,7755,3106,9749,2404,1372,9533,2225,2270,4345,2522,1001,2121,7451,6565,3759,6813,6047,9885,1721,7957,4692,3996,5136,9103,5428,3548,4830,7357,2076,6557,7265,71,5691,6020,8322,7568,8502,8259,9603,3979,7845,360,8210,5579,4800,2679,9554,7211,1832,4021,2165,7054,1620
